vector,color,brand
"[0.3812837545758333, 0.068881103129116, 0.968738267852448, 0.5115248097065616, 0.04073057802913005, 0.288918814328336, 0.47971096992060047, 0.7035283425352387, 0.9950553554662601, 0.6248269234642101, 0.8600043826489276, 0.8739887620703117, 0.5717786177799081, 0.017219045002076716, 0.05949926318150678, 0.3853493129603618, 0.09746265036364665, 0.778452264629444, 0.16733148976166645, 0.5965250510305646, 0.954401983478195, 0.21496722538002255, 0.6372416646869845, 0.9904664529178577, 0.1645992732509428, 0.004917994472666831, 0.17945826485358352, 0.15179959006332877, 0.9796900683716463, 0.36897149383492145, 0.8182970297375469, 0.4147164455721086, 0.655154217546869, 0.6664980906665895, 0.6991190894924295, 0.45694887991081734, 0.27703599248827093, 0.17991469570486074, 0.9565259365208598, 0.1709984000637561, 0.8750658133095278, 0.6260947661576572, 0.26485880932182626, 0.22463978223782943, 0.31001747171604466, 0.3248268654836338, 0.3373661047269578, 0.9561730323877562, 0.28168326796887844, 0.2706365352483099, 0.19866556016104253, 0.9173814345432874, 0.9128587878440323, 0.13864043161527917, 0.23751048429720012, 0.7926260772015067, 0.7154193948486997, 0.39870441293781234, 0.03450522801348388, 0.20482471587799678, 0.4460150604550137, 0.4728190760108597, 0.17794440983943427, 0.9705628777667942, 0.9769900963046985, 0.4518326273180202, 0.5612334654619981, 0.39799644095031383, 0.578155069718201, 0.25357544646643326, 0.784007037194289, 0.2863949562339093, 0.911364839840177, 0.242143331394433, 0.9580905950449529, 0.09691849820538811, 0.337609049903124, 0.07172383489150502, 0.37396710248115894, 0.39580403608384596, 0.9011959495773527, 0.1139273065866373, 0.7234471626434718, 0.7891626915015991, 0.5749150652662248, 0.1120134125200094, 0.9822394638439274, 0.9432948728622877, 0.6786598608777002, 0.7942144547455512, 0.9293806647698707, 0.5818714727812248, 0.9330571288685398, 0.04840972064110305, 0.33716843665621354, 0.7533669836160672, 0.16191049003154356, 0.6263024685226318, 0.4753676889133416, 0.5020553470798197, 0.29126261312929835, 0.21184844590468732, 0.2610418012127913, 0.998594760373459, 0.6504715274501928, 0.1623644898031802, 0.8326124608922485, 0.6643483981501576, 0.18275959638956785, 0.13517060305417816, 0.4260174083411702, 0.5970782829161846, 0.47004117611421947, 0.8762892570485364, 0.5422035938752048, 0.2870258024727973, 0.9092277956468342, 0.20065041153099017, 0.13719463006706223, 0.791506211465853, 0.7217155983119474, 0.6444914122798869, 0.06725449365258096, 0.38629430072259974, 0.7851114598291081, 0.2934183621232316, 0.6498395047198859, 0.9349331182577503]",2040,40
"[0.5147306994746075, 0.25364279861365424, 0.20904798154273097, 0.5773859259689627, 0.9675197658226723, 0.705237225786705, 0.6441306232874529, 0.3634228511127118, 0.6495273278573032, 0.8519264307276022, 0.018808596659014132, 0.8151833743425586, 0.13463802290380822, 0.6831980431065633, 0.588801103478205, 0.9996355440459214, 0.3058481514336425, 0.38958949833279355, 0.004101078854459761, 0.18592703108878428, 0.4756384392223313, 0.290521327762994, 0.993884077014103, 0.2999456041871814, 0.432818923419126, 0.5485094897762852, 0.7485716028607061, 0.1994209582559714, 0.9401973838249575, 0.42551563225180467, 0.8895232078795325, 0.6974937562065817, 0.3300261790996254, 0.8328245994542308, 0.5575263286058759, 0.11166762287883658, 0.8828384387592908, 0.4247792243423626, 0.26382804521601155, 0.996879284749478, 0.18652361507520354, 0.18045449035992545, 0.6340762375477808, 0.30610935465187494, 0.17034708720993474, 0.7604007128807154, 0.5100158794916027, 0.8713504285497817, 0.3662170083479678, 0.06144096527970244, 0.15500516623139993, 0.6647069505394365, 0.9004227521608885, 0.7293925007455359, 0.1868274901941015, 0.6971493822677437, 0.49563754970343477, 0.3321881323164848, 0.38994458408622845, 0.9316865362362327, 0.2605897452112361, 0.5105928507532371, 0.38929931025348274, 0.3743227948686483, 0.7158559425270674, 0.6868621297286566, 0.532070737400961, 0.5996180722045799, 0.3602484810316354, 0.6128119461046703, 0.6193160210163965, 0.5224177804323736, 0.3144966487626629, 0.9225038471194796, 0.258576765089641, 0.3804258522291891, 0.4215848191652315, 0.5340488246091356, 0.24170484472222398, 0.5221579340306216, 0.14882737332183027, 0.5613783532300808, 0.8298992032361493, 0.42222222701318646, 0.637064750388009, 0.9190824247037698, 0.9383326592254261, 0.9559021125791513, 0.9492294579239464, 0.8270284161146968, 0.12514093081167466, 0.9177082177654129, 0.6018015717785578, 0.23624936621102743, 0.7053099682631186, 0.5656476238168571, 0.813598158224102, 0.4906953966838836, 0.31581628059522715, 0.5185625915188395, 0.6560998233639495, 0.8915136860787034, 0.45440381572308486, 0.35258175467163866, 0.275315387478576, 0.9199879042354767, 0.5538712605505186, 0.9033548313398312, 0.6586164752409888, 0.12197945233969021, 0.05811752110911994, 0.6264044019646173, 0.103995415376257, 0.4047032677376847, 0.7119433390081173, 0.04795545057491046, 0.3261207019195024, 0.0837162879908987, 0.6769018258316251, 0.1778953183043087, 0.901387522136907, 0.7333980738560456, 0.2019431284663462, 0.08217597749372452, 0.6171746213472366, 0.6389396727313692, 0.33996848272477964, 0.43224918670494805]",2041,41
"[0.3897611037187868, 0.09823136330713134, 0.18740716054100603, 0.9589343931138452, 0.13118981122365792, 0.3324499332929922, 0.773678300063963, 0.6631554308736688, 0.6827461989818772, 0.17457597270056724, 0.09861578705815144, 0.8507258566547619, 0.7201344086934286, 0.7661857700151024, 0.3927823724897591, 0.38479010317870155, 0.5286066843489876, 0.26743999680184816, 0.7829816933059708, 0.16389240112242665, 0.5213811977727856, 0.9965735624092683, 0.8413099658659463, 0.6914592491719697, 0.7473085492039532, 0.7027033358328075, 0.3802928013341307, 0.6061172803956139, 0.24337944535263956, 0.9703858024957769, 0.8227040297777525, 0.6619255080420107, 0.37648331361455145, 0.4095789276438787, 0.5480523538313761, 0.9262651799717274, 0.0820272421230982, 0.43163379502598054, 0.12562384629008916, 0.996486684936054, 0.2501571824776444, 0.6826894957654717, 0.900851265034926, 0.7724460480340847, 0.4470181761067423, 0.0035169097520063586, 0.551177321304888, 0.3120138269352558, 0.7653762293936345, 0.5203319497232101, 0.1246479029690003, 0.3797564889280419, 0.14884828177130727, 0.32961350336762496, 0.816828187373591, 0.645227244577513, 0.022435090851613437, 0.3081074979566685, 0.5095485892277907, 0.7245395194347348, 0.6554791539946778, 0.576331443614666, 0.5338261295270089, 0.30290051961822173, 0.33030223233311096, 0.24074158051564365, 0.4505252848595167, 0.013828203059932376, 0.6103874784762544, 0.34817684974610097, 0.24510633908619295, 0.39061844723488215, 0.3482945021142465, 0.2459362575890044, 0.04186301835324313, 0.919753460774414, 0.4825564960482608, 0.44197191430348204, 0.8275320988473833, 0.06869769258085101, 0.20363084840863432, 0.2240893720835213, 0.651986664448883, 0.009203011083009027, 0.9971206475721272, 0.2460974008628225, 0.892295641794941, 0.1373849352253408, 0.9831799987309526, 0.28165819082970245, 0.6969613291087978, 0.9069581519686393, 0.032642222355559025, 0.05614653372357492, 0.8771241576914568, 0.31547451134666127, 0.8629710210024881, 0.15022971708490185, 0.19605738243015858, 0.7809679383447986, 0.8355181804312503, 0.09984864610406452, 0.845219828747015, 0.10583907038664653, 0.4208411156095343, 0.1477318729514312, 0.9367817400948496, 0.3857374608315469, 0.5154368717241762, 0.021628625486060815, 0.9480605230284622, 0.5475407708648824, 0.8519875597008716, 0.2750915581786435, 0.2822273095125246, 0.6324044177312833, 0.9500034933294642, 0.2583425047886958, 0.817748475681989, 0.512302811304094, 0.008981562468467263, 0.9647877413472249, 0.9064855785138828, 0.32633580404552376, 0.035429662049096255, 0.38932452953229213, 0.8222096119503188, 0.1696119538611327]",2042,42
"[0.5613697142993368, 0.9329816806448169, 0.5771037509412105, 0.4684309305499239, 0.035385654887017504, 0.03785272401415751, 0.16692176331251707, 0.9459455541718308, 0.6970031214160093, 0.6829962310498812, 0.08079107601973867, 0.8264709528384411, 0.17592902064826577, 0.25041178203223613, 0.08055117554061586, 0.968476188971542, 0.7030972024960588, 0.9839739818894996, 0.33467938774517203, 0.1249190709081508, 0.2167897583308913, 0.7290672018059426, 0.8862749638887877, 0.4270117331652781, 0.7479011275893512, 0.7622379515491216, 0.2213248539823739, 0.43248046463208256, 0.2623475305147379, 0.395147727350015, 0.08685456277808734, 0.7021293238625905, 0.9818000095192101, 0.26256729910419374, 0.8497504112847531, 0.603642036003224, 0.3027617155236304, 0.06601331844374647, 0.3925918177701663, 0.811770841814687, 0.954344638253102, 0.5243263634367087, 0.38918042041861334, 0.8345940782265794, 0.6068012374234981, 0.7171683561621901, 0.33605181092031366, 0.13921832733488493, 0.8713472295567887, 0.2292378249761512, 0.7839338548657016, 0.6566126356371996, 0.23038445990708778, 0.401086250665288, 0.1597034818246772, 0.6584841804494782, 0.27365933099384276, 0.858340742011961, 0.7322655990808106, 0.7400659686828227, 0.9941984383156235, 0.10987387998856135, 0.5972123339193581, 0.9684833044043359, 0.5616891717868775, 0.2847558523306607, 0.16188659686400264, 0.926800063923097, 0.5897213862271115, 0.9904847132656052, 0.654572261745694, 0.45421839373659323, 0.2590850322097612, 0.5000483798844416, 0.011357638880019949, 0.7927239195265047, 0.02646844213573607, 0.09568460539485213, 0.7317153433313617, 0.25857766478212085, 0.9725180987802671, 0.5628144537791466, 0.3904888683633594, 0.21871604397624678, 0.9140122286440672, 0.7963771913062231, 0.06583551743874583, 0.710573304829423, 0.8964613008191515, 0.2903146252059555, 0.4360884690447876, 0.08830832639242447, 0.16834870720956607, 0.8432115264079425, 0.3004198412361425, 0.976762498295836, 0.2751161737233684, 0.6184830585999576, 0.2320958716461058, 0.09328854201029824, 0.11041128464797711, 0.5071375958263235, 0.9033925121898907, 0.9495389487219869, 0.10412965861636458, 0.341235577475398, 0.3222447712195824, 0.24792620926455655, 0.40931274390672256, 0.03427999322412911, 0.5700746153683504, 0.5603366871283723, 0.3962535150095614, 0.8676029259612072, 0.2778885518400541, 0.23891813802788486, 0.29237846256639943, 0.0778857119241192, 0.4486562254416878, 0.5394463929347207, 0.26466982638251124, 0.19023562702166563, 0.45421945218904114, 0.17044759899802486, 0.9765234504720522, 0.8180807208197735, 0.3693989650627699, 0.8511329287572913]",2043,43
"[0.4699639795402465, 0.054343888574192256, 0.29451601596047894, 0.7617506216035159, 0.4748500733304498, 0.9905544356305424, 0.14841143863876705, 0.5384370917542689, 0.15867715140548244, 0.08735774807485963, 0.16335966092954934, 0.6557527581767435, 0.200704842560822, 0.3732766786174313, 0.8553491790636496, 0.6156423910072032, 0.8666304688757405, 0.6572205281356065, 0.9496814699648283, 0.6651151001130777, 0.5552694234105869, 0.014566006260836595, 0.535272992233429, 0.5103436432638131, 0.35288836437033144, 0.5597795110372821, 0.6081778467866575, 0.9155019049983315, 0.958705825471373, 0.9332699766086806, 0.1402716932609307, 0.4106498331062851, 0.6121163951435569, 0.8400064116324099, 0.03636382259669935, 0.5843493979287263, 0.1158113882721361, 0.21645743063987088, 0.9334712822879077, 0.04068890296828831, 0.7515578014808534, 0.9583414888595908, 0.40654254421132296, 0.1525798590843308, 0.5676106301711235, 0.5210314431880247, 0.6484112824634477, 0.6007346085447817, 0.7194182360191327, 0.04494441954361228, 0.591455317667411, 0.573779533688573, 0.5235746338263334, 0.5622743022151635, 0.5588646781434946, 0.6695832945847151, 0.8533342078248706, 0.1055214486018562, 0.5663763923879165, 0.04427309655124578, 0.5601780943397007, 0.7920840943906556, 0.8199398655563348, 0.9461990936333423, 0.16481725559050342, 0.8206417863860103, 0.4624117999465569, 0.9932032989243481, 0.2136206303792748, 0.7220435679948165, 0.398876443657332, 0.2218764279128218, 0.6758857791740196, 0.3202881991080714, 0.14651278643581445, 0.8630620888929436, 0.02792466805340399, 0.1904233395569035, 0.6726263571045387, 0.5053159552612587, 0.6534401421003498, 0.4885267238176283, 0.9349913211018146, 0.914616625365126, 0.3698903491856146, 0.7524728570228791, 0.4354015382942147, 0.5624471714070695, 0.13013086206525792, 0.49524900335132005, 0.05022044805177561, 0.6760463323311247, 0.46070888460597614, 0.4094764212413605, 0.9970894650906712, 0.6839323902817289, 0.6253914692221598, 0.06433992882413042, 0.5859371862545727, 0.9379461453089138, 0.26795781626853865, 0.9051083668463441, 0.1972716767908782, 0.8366217942164256, 0.18403544291278118, 0.026530620431641783, 0.7410608163019714, 0.7304644655082451, 0.4976451800276822, 0.321202431018454, 0.07482919485355233, 0.6707188052762059, 0.36925716629461014, 0.12856687817403245, 0.26819964975791266, 0.9501226660763491, 0.5489814084126798, 0.7156028164211747, 0.7177548037982145, 0.25266907248250303, 0.06726792726279684, 0.9400515493672591, 0.4936151033772245, 0.9571453024413694, 0.49056972760631756, 0.600700540145561, 0.15423331897863235, 0.48875407376443036]",2044,44
"[0.03254702598038062, 0.363721007007059, 0.44280459126732186, 0.16381001403249185, 0.9203555018846842, 0.04961508550608462, 0.15392550859982046, 0.6989463796470033, 0.8494394579258415, 0.9357137307434075, 0.7833806193810858, 0.5376823255193676, 0.2852416920793185, 0.42907952555080353, 0.8449640552820621, 0.9775432432794866, 0.6756628281241198, 0.9312944592988125, 0.752251572322691, 0.2976892151434696, 0.3690053142299212, 0.03980874291143277, 0.17629302530628033, 0.8885397085944963, 0.8473935486960841, 0.40930107611200006, 0.13598953898609456, 0.23709963693486913, 0.40856076116295925, 0.6594993116041694, 0.34031275401338457, 0.23340217623766646, 0.8246393266444253, 0.27848346886916586, 0.06528884324285444, 0.4669295871846979, 0.9669275666592484, 0.13803828429797116, 0.40774565999672174, 0.31084688366087865, 0.36884779133805135, 0.7365351078244518, 0.42552082032519756, 0.9919830549906625, 0.9666953810249366, 0.228586567107541, 0.9802378271857645, 0.682641920405498, 0.6322966477439779, 0.45955972921344845, 0.30173369791188587, 0.38924740997774565, 0.7782636057668874, 0.365408981500967, 0.45790227762060454, 0.30196830498987537, 0.9050319409278483, 0.8632109202588606, 0.327654867274366, 0.6957299675412555, 0.7013927452295191, 0.3696387609914251, 0.16402126229478076, 0.36630435405514905, 0.9589149654838286, 0.7459873339809513, 0.15416396747999694, 0.9960873761588929, 0.34498537907109617, 0.3945987915121817, 0.824695703511845, 0.569373213143202, 0.43609759775751733, 0.017050601076092797, 0.7388246642269279, 0.8790429481622845, 0.34633743653332616, 0.3884900006708736, 0.5541246036767133, 0.6972882821769266, 0.9610052464497822, 0.052074207591318644, 0.2274466871393167, 0.8324035053676677, 0.4113447119855732, 0.6009134373040139, 0.8441466555939235, 0.10850696549427385, 0.7672313775587908, 0.015482872471411557, 0.8401504446666803, 0.633275835213493, 0.42848118871655594, 0.7319342811359757, 0.34485483723278165, 0.7582559954077261, 0.39062123885362177, 0.5429368996506659, 0.5469195532143692, 0.5414912740354412, 0.3469252065058842, 0.18553371752254388, 0.9807673232600127, 0.1698044947712386, 0.7782249056250122, 0.5100305147990495, 0.42794699208149056, 0.32476091939020446, 0.6439582342694525, 0.7674282485855147, 0.34044177047688673, 0.2395550234365902, 0.5297095611735962, 0.8668696975139454, 0.7382318356746773, 0.6592548163505899, 0.43825763488584424, 0.416844465378844, 0.9549023050968901, 0.8268912434638777, 0.03525434710829267, 0.8115886059116949, 0.813577384773553, 0.4205444702000013, 0.17186380524193845, 0.5802261630855313, 0.8777178018144169, 0.445820287391426]",2045,45
"[0.40391142520668977, 0.26629875946852266, 0.14316813951385488, 0.4486780878658302, 0.011745415124239433, 0.765828626094277, 0.45735653778118124, 0.9211906702741797, 0.6599717518092079, 0.2748807694717367, 0.1692666353388539, 0.08969142003891994, 0.2937822768134055, 0.07349098560312395, 0.6755239872951585, 0.9576836948633896, 0.07687409393957689, 0.7892311639427071, 0.01981052881635703, 0.09345748766910977, 0.8946612573381412, 0.9804433593038864, 0.27529196573467685, 0.2490695043937755, 0.13555222960996793, 0.4511044858355028, 0.865807248728865, 0.6113689209113076, 0.41224377690702185, 0.36051546970737536, 0.16053414382848474, 0.7029844517016158, 0.32659938168085845, 0.6041728816261986, 0.5463609096790983, 0.6691074047752442, 0.006019207403964, 0.005858396251542941, 0.8400386477355454, 0.548545520360686, 0.13633342730789821, 0.12756825051982068, 0.5830581338962686, 0.7223786187757428, 0.5978591241744392, 0.3261612080175156, 0.40385259046137223, 0.014641707758762501, 0.7410002616891851, 0.002173704597959847, 0.2517462342227603, 0.0624371117727357, 0.9513574509191218, 0.7827119946631306, 0.8112381822111691, 0.3146785582951195, 0.5461087119875685, 0.561375873289595, 0.5130944318689618, 0.024080929398873296, 0.04067550665271602, 0.7082834262529523, 0.6752223659732169, 0.25204687586376007, 0.7751059540746739, 0.18217828919492696, 0.44221114231028225, 0.999825179509969, 0.8819364732300783, 0.24020715825432992, 0.8349675102632308, 0.9885437728304154, 0.5479652834785346, 0.1410161082107939, 0.8948194363543402, 0.725478466401542, 0.31539538028486536, 0.5935393904141103, 0.09743154385846498, 0.037270982915073025, 0.9705336198685616, 0.0069515918208086225, 0.23183714021141733, 0.8317505746144428, 0.17630895796442558, 0.7527499711412141, 0.5596213481067933, 0.9082582055580323, 0.5345145024237173, 0.7930893719792145, 0.3624368231669298, 0.6035043704765295, 0.08467939807627545, 0.6635213266385229, 0.9328296868540673, 0.776052358374758, 0.49392774034993825, 0.872418941852146, 0.3781702537337096, 0.10785598881674474, 0.8770978773608443, 0.3869431038333382, 0.0893801408875079, 0.8865458113598207, 0.08037005867825875, 0.06539200176739857, 0.2653124545922019, 0.3017269606768471, 0.8533633141019494, 0.17922353091628973, 0.6745633024797641, 0.12344014675706494, 0.9609445520208266, 0.48178936844818565, 0.15185729621579935, 0.1459219432576797, 0.07322129510170583, 0.6439123900720102, 0.17879696223400643, 0.6952866260186544, 0.707012456338922, 0.23942082470556325, 0.988865827115393, 0.35637820132351106, 0.3895396172546426, 0.4286830829800824, 0.3792860499643135, 0.9857733175216042]",2046,46
"[0.4821929572072142, 0.09964276423711971, 0.4988267177048964, 0.880714421949983, 0.5013065178213391, 0.003323760944690224, 0.29221597436769764, 0.41820986262858284, 0.6368450773256351, 0.18445059172805178, 0.7239645358536573, 0.5946384219668844, 0.03939291108428655, 0.34912624285014515, 0.26355870285942407, 0.521039648179744, 0.24439542677856396, 0.7138712181982055, 0.5034481057291796, 0.5868198761136818, 0.23747266170370496, 0.33398198243526156, 0.2993711623862747, 0.26103195720842254, 0.3277561848084102, 0.030514740823260444, 0.7335072607798349, 0.19482996533750596, 0.47446159348155026, 0.875192988520119, 0.808716062326497, 0.23909706352835858, 0.9401909695924172, 0.033686769243694736, 0.9813861839906357, 0.9179275608974081, 0.8104475442952677, 0.03329695829112078, 0.26696159911466044, 0.12605175540041713, 0.3413690929242147, 0.1583727288345096, 0.1907741021863727, 0.6969483056128918, 0.07111649234729478, 0.1220861662365944, 0.5885213352088613, 0.7668816679406011, 0.636310402337572, 0.7581669705500107, 0.9848354829154389, 0.3739748594464489, 0.5167814534813167, 0.009726444136199497, 0.33512804192696977, 0.817713737828385, 0.4752805815813115, 0.4754629016761769, 0.21245953040712884, 0.6235690431386309, 0.8815323038738967, 0.15601997940311674, 0.17141547219637132, 0.23747957385697427, 0.5355522615242547, 0.5676144743617075, 0.17692146754422755, 0.17459957674542148, 0.2883003452917968, 0.6179686232854162, 0.3034383364771197, 0.9741302135638918, 0.06267306627871538, 0.016562037042681443, 0.49182596864182304, 0.03426443882678043, 0.9534559628174003, 0.796765426715404, 0.9349535785437427, 0.4829709205048961, 0.10195728703906293, 0.55726239725816, 0.35337851844980184, 0.9850381448648565, 0.5004062598964207, 0.48426351462516215, 0.07797030980103214, 0.33324649132241335, 0.4801322150316173, 0.7480364951692065, 0.7867704372050138, 0.7005992689257359, 0.2895999181922554, 0.9511199751949013, 0.43262821183335665, 0.3224484784903521, 0.6934776174544454, 0.038287131129159935, 0.8536218494697448, 0.036765334777927317, 0.7008117671955826, 0.9054856677507436, 0.21220931616732064, 0.4340341002294763, 0.3910024983109557, 0.4424638354216933, 0.5477106448425925, 0.2981445274050206, 0.9299742232156921, 0.7385856110192545, 0.9265603948273126, 0.87137635532117, 0.8105177043514251, 0.8246828607661453, 0.380167417543379, 0.9735396811865441, 0.6450069777614524, 0.9556150481119017, 0.6822996679022499, 0.7553127451686641, 0.4083916437586055, 0.8610734321952618, 0.8502668840676376, 0.9910780220691499, 0.7389544116640765, 0.37469775525934756, 0.7270469333032981, 0.9433706867194709]",2047,47
"[0.5241233119216199, 0.4226753201590798, 0.34915974392535154, 0.16779661126912537, 0.193019445921091, 0.6212600845297802, 0.4955499821455456, 0.44087853085285345, 0.7058685698537785, 0.459313969955926, 0.23755364671147372, 0.3296661345690888, 0.9982173715006655, 0.15748127996513694, 0.20915645366482205, 0.15849281601767895, 0.4002407727097722, 0.8917710257376925, 0.43890441967677707, 0.9100322616512032, 0.7313515003370179, 0.7952647439530569, 0.07131190337629689, 0.8845635170757432, 0.22994894143808675, 0.9494106717040357, 0.623532395867688, 0.25571665865342663, 0.6980182534518332, 0.03618801836674079, 0.253183295724149, 0.6057125564664855, 0.45474198242142516, 0.2774016334024303, 0.7654787204325936, 0.0296315123243287, 0.28046823757199657, 0.497397648117885, 0.5366374462209328, 0.6442523667745418, 0.9444355928907828, 0.9224868522442385, 0.9559136193116349, 0.07047908855895624, 0.23216737513524632, 0.5566798020541388, 0.578050549652194, 0.5425077786219771, 0.9637036714570495, 0.22372189139310417, 0.7831162026060163, 0.11809403902746296, 0.23395697430403406, 0.3876416706879522, 0.8757548533474246, 0.5272579771999067, 0.11198885510583056, 0.4907720316659463, 0.6267501181526578, 0.43064400908633804, 0.22525391240303239, 0.8790547502527577, 0.1874645061054212, 0.5061317986803793, 0.36709679465467693, 0.1480144345163643, 0.9850154898267719, 0.48635447682290545, 0.397112761630555, 0.757859433965587, 0.7795999642638188, 0.4151509733504257, 0.02990594431623317, 0.7310048513172779, 0.20926387248713796, 0.41289707825748134, 0.17003490153963097, 0.959127603607784, 0.8072901841181287, 0.44045479001474797, 0.8152671757848544, 0.7533084574648282, 0.9605423335581477, 0.7695823223572711, 0.7761090163049852, 0.7955973297654197, 0.024442204030353243, 0.4171560409591101, 0.5696431183322058, 0.9323294689718754, 0.5575037843224736, 0.9710185093019481, 0.14770891909544637, 0.1705771674062051, 0.784610150108378, 0.7754909198802129, 0.9040376089617986, 0.48937694424353206, 0.4722400344986267, 0.17947663031990546, 0.6016049173255366, 0.20490294244441898, 0.2310939279679447, 0.46675022363011787, 0.856856800162168, 0.5941005657899385, 0.27461763144631834, 0.45349833055721633, 0.5403202889498918, 0.16942506279437597, 0.4369529216008141, 0.48587080030435514, 0.2252926295964527, 0.5978240945456852, 0.0817597727715107, 0.9956394110676134, 0.6394838912265435, 0.5411787118582878, 0.8537145604179704, 0.6955329433423777, 0.8915664401286477, 0.3418408280961184, 0.4203826564441099, 0.7541884590596006, 0.6789588847776928, 0.38655153252289376, 0.4374865798747103, 0.050640542571049996]",2048,48
"[0.6903780074517114, 0.0733742122241412, 0.9826118218948499, 0.8792049289395337, 0.6576256889843132, 0.6309953522513374, 0.6460972322162882, 0.16579409931773392, 0.8265179354393722, 0.5271429948921109, 0.03539125972959223, 0.32953802899836737, 0.9769905245073676, 0.21916184411096362, 0.9835238534470487, 0.5678086101358769, 0.6975139228365657, 0.7279030271676236, 0.9127764252357612, 0.5133865024616698, 0.6320627580684657, 0.8808099431163298, 0.8547645840935347, 0.12193223355749727, 0.6876850752767178, 0.5542683655464234, 0.8114088716194714, 0.23157228882436343, 0.914533348466023, 0.432329564746595, 0.8339279380612498, 0.695283941534454, 0.2650894724637588, 0.575118636220314, 0.8438349973577376, 0.7184885368136233, 0.26968557232721313, 0.5558455844065098, 0.6926936713544963, 0.3466988172895955, 0.7966913841242098, 0.11052630269923269, 0.7182098265595526, 0.0025387863624218854, 0.981655128686378, 0.0043354802369360845, 0.08847207936426438, 0.7365820683728896, 0.4650193903483124, 0.6443743975998019, 0.5010136824899151, 0.8721366845612388, 0.776539437653369, 0.05437427372626613, 0.321895446923708, 0.9615653286719145, 0.7899673254798456, 0.7396023904365653, 0.9649658043776368, 0.8497777423540388, 0.2546969632149716, 0.07443122807468983, 0.8198080237293693, 0.8994325024264925, 0.368071183340673, 0.6510717218530058, 0.8279542704872754, 0.07039403893240948, 0.9209716493333551, 0.9435873627746815, 0.27076396175250206, 0.6729079410707824, 0.16719773045625574, 0.9568162384669621, 0.9007451809522815, 0.21255383378858872, 0.20934328425671556, 0.5371671545593952, 0.6772854990697381, 0.6622769531581939, 0.687260276038606, 0.6064146996291171, 0.9186900598700979, 0.5728364277943778, 0.464874752662798, 0.5541615276940027, 0.8209891710403162, 0.2685767839591401, 0.1339644697238731, 0.3204010312636518, 0.5535851916393422, 0.753613629666688, 0.444732401137513, 0.5489311353547781, 0.6592612470835435, 0.5134427758426674, 0.10539346766506308, 0.08422008906648348, 0.7152774468292437, 0.8451145673130316, 0.006169828543924782, 0.7520485460610915, 0.5986282074428025, 0.004061119035081662, 0.4430625205338272, 0.3280365127821405, 0.07049449578026168, 0.7588729185753597, 0.8270264152653335, 0.3063617597786441, 0.12548590951032867, 0.09176396870146952, 0.8744340103142502, 0.9262892274081789, 0.8507433964770243, 0.428679287716237, 0.6281154852411722, 0.5167010824718616, 0.8062034523955982, 0.2385800535331516, 0.22072848359564678, 0.15481578169068244, 0.21804150248955245, 0.4101448481576303, 0.26695613413690067, 0.4169055880607512, 0.022478530623313064, 0.22097601868780226]",2049,49
